id,display_name,description,works_count,cited_by_count,policy_block,policy_subblock,score_core,score_domain,score_context
https://openalex.org/T12837,American Environmental and Regional History,"This cluster of papers covers the environmental history of the United States, including topics such as the environmental movement, conservation efforts, renewable energy challenges, industrial agriculture, wilderness preservation, chemical pollution, national parks, sustainability initiatives, historical perspectives on environmental issues, and public policy related to environmental management.",503893,510616,03_context_sociocultural,country_region_profiles,2,11,10
https://openalex.org/T10893,Chinese history and philosophy,"This cluster of papers explores the religious diversity and regulation in Chinese society, covering topics such as Confucianism, Christianity, Falun Gong, the Cultural Revolution, nationalism, and the history of religion in China. It delves into the discourse of civilization, state regulation of religion, and the influence of emotions on beliefs.",350314,690496,03_context_sociocultural,country_region_profiles,0,0,13
https://openalex.org/T12454,European Political History Analysis,"This cluster of papers explores the transformation of European political thought, culture, and society during the eighteenth and nineteenth centuries. It delves into topics such as the French Revolution, Napoleonic Wars, European nationalism, cultural imperialism, religious revival, political ideologies, social movements, globalization, gender and society, and revolutionary historiography.",285912,257771,03_context_sociocultural,country_region_profiles,0,0,14
https://openalex.org/T12645,European history and politics,"This cluster of papers explores various aspects of Nazi Germany, including propaganda, forced labor, sexuality, gender, and the postwar period in Europe. It delves into the social and cultural history of Nazi Germany, examining topics such as consumerism, homosexuality, occupation policies, and the experiences of different groups during World War II.",264146,495075,03_context_sociocultural,country_region_profiles,1,1,10
https://openalex.org/T12219,Canadian Identity and History,"This cluster of papers encompasses a wide range of topics related to the historical and social dynamics of Canada, including the evolution of Canadian identity, social policies, the experiences of minorities, cultural identity, immigration patterns, nationalism, and societal transformation. The papers delve into various aspects of Canadian history, shedding light on the complexities and nuances that have shaped the country's development over time.",230845,390228,03_context_sociocultural,country_region_profiles,1,1,21
https://openalex.org/T12525,Australian History and Society,"This cluster of papers explores the complex interplay of British imperialism, Australian history, and national identity. It delves into topics such as colonialism, imperial networks, settler discourse, convict transportation, and the cultural turn in understanding the impact of British imperialism on Australia and beyond.",171640,514898,03_context_sociocultural,country_region_profiles,0,1,12
https://openalex.org/T13484,German History and Society,"This cluster of papers explores the memory, identity, and material culture of East Germany, focusing on topics such as Ostalgie, Stasi, Holocaust remembrance, Cold War politics, and the impact of socialism on postwar German society. It delves into the complexities of individual and collective memory in the context of historical events and political ideologies.",168330,96738,03_context_sociocultural,country_region_profiles,0,0,12
https://openalex.org/T13749,"Hungarian Social, Economic and Educational Studies","This cluster of papers covers a wide range of topics related to global development, policy impacts, and societal changes. It includes discussions on the effects of globalization, economic development, regional disparities, innovation, sustainability, tourism, knowledge management, and environmental influences. The papers provide insights into the complex interactions between global forces and local contexts, shedding light on the challenges and opportunities in today's interconnected world.",160206,75440,03_context_sociocultural,country_region_profiles,1,2,4
https://openalex.org/T14005,Eastern European Communism and Reforms,"This cluster of papers explores the sociopolitical transformation, identity formation, and memory politics in post-Communist Europe, particularly focusing on countries like Belarus, Czech Republic, and Slovakia. It delves into topics such as national awakening, human rights, dissent, authoritarianism, and the cultural history of the Cold War period.",147585,269021,03_context_sociocultural,country_region_profiles,0,0,7
https://openalex.org/T14008,Balkan and Eastern European Studies,"This cluster of papers focuses on the intersection of international relations, economics, and diplomacy, with a specific emphasis on economic diplomacy, commercial diplomacy, and the role of foreign powers in nation-building. It explores topics such as decision-making in international economic relations, sovereign debt crises, and the impact of economic diplomacy on global economic flows. The papers also delve into the negotiation strategies and trade dynamics between nations, highlighting the significance of economic considerations in diplomatic interactions.",147018,42007,03_context_sociocultural,country_region_profiles,0,1,8
https://openalex.org/T13754,Central European and Russian historical studies,"This cluster of papers explores the geopolitical, sociological, and historical aspects of Central and Eastern Europe, with a focus on the Visegrad Group, migration policy, sustainable development goals, and the influence of cultural diplomacy and soft power. It delves into the complexities of national identity, historical legacies, and the role of Central Europe in contemporary geopolitics.",138813,10458,03_context_sociocultural,country_region_profiles,1,1,17
https://openalex.org/T13212,German Social Sciences and History,"This cluster of papers covers a wide range of topics in sociological history, epistemic practices, refugee studies, social innovation, cultural sociology, and population studies. It also delves into themes such as historical sociology, social theory, ethnographic research, and philosophical anthropology.",137151,116842,03_context_sociocultural,country_region_profiles,0,1,16
https://openalex.org/T12890,Eurasian Exchange Networks,"This cluster of papers explores the Silk Roads and Eurasian exchange networks, focusing on topics such as the Mongol Empire, Sasanian Iran, cultural interaction, nomadic societies, trade routes, and historical diplomacy. It delves into the economic, political, and cultural exchanges that occurred along these ancient trade routes connecting East and West.",133737,213504,03_context_sociocultural,country_region_profiles,0,2,8
https://openalex.org/T13158,Political and Economic history of UK and US,"This cluster of papers explores the concept of depoliticisation in the context of British politics and society, focusing on issues such as deindustrialization, rhetoric, the Conservative Party, economic policy, Thatcherism, social democracy, and the impact of industrial change. It delves into the processes and consequences of depoliticisation, examining its historical significance and theoretical implications within the British political landscape.",124530,661033,03_context_sociocultural,country_region_profiles,2,1,13
